C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 234, col 51, Warning - 'dialog' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 285, col 17, Warning - 'error' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\error-handling\index.ts: line 438, col 43, Warning - 'technicalMessage' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\LicenseManager.ts: line 14, col 13, Warning - 'semver' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\LicenseManager.ts: line 36, col 3, Warning - 'ApprovalStatus' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\LicenseManager.ts: line 329, col 33, Warning - 'packageKey' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\LicenseManager.ts: line 329, col 53, Warning - 'packageInfo' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\index.ts: line 7, col 10, Warning - 'app' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-management\index.ts: line 19, col 3, Warning - 'LicenseApproval' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 13, col 3, Warning - 'AbuseDetectionConfiguration' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 37, col 3, Warning - 'UsageMetrics' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 38, col 3, Warning - 'DeviceMetrics' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 42, col 3, Warning - 'EscalatedResponseAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 43, col 3, Warning - 'AutomatedResponseAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 44, col 3, Warning - 'ManualResponseAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 48, col 3, Warning - 'UsagePatternType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 49, col 3, Warning - 'IndicatorType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 51, col 3, Warning - 'PaymentRiskType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 52, col 3, Warning - 'AccountAbuseType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 53, col 3, Warning - 'DeviceFraudIndicatorType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 54, col 3, Warning - 'RuleOperator' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 57, col 3, Warning - 'EscalatedActionType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 58, col 3, Warning - 'AutomatedActionType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 59, col 3, Warning - 'ManualActionType' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 64, col 3, Warning - 'AbuseRuleCondition' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 65, col 3, Warning - 'AbuseRuleAction' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 725, col 79, Warning - 'data' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\knoxw\StudioProjects\tacctile_desktop\src\license-protection\AbuseDetectionManager.ts: line 1104, col 43, Warning - 'data' is defined but never used. (@typescript-eslint/no-unused-vars)
